36, 71, 205, 394, 438, 480 (14)
36, 71, 300, 377, 394, 438 (15)
36, 71, 300, 377, 394, 480 (14)
36, 71, 300, 377, 438, 480 (15)
36, 71, 300, 394, 438, 480 (14)
36, 71, 377, 394, 438, 480 (14)
36, 205, 300, 377, 394, 438 (15)
36, 205, 300, 377, 394, 480 (14)
36, 205, 300, 377, 438, 480 (15)
36, 205, 300, 394, 438, 480 (14)
36, 205, 377, 394, 438, 480 (14)
36, 300, 377, 394, 438, 480 (14)
37, 53, 57, 111, 143, 145 (13)
37, 53, 57, 111, 143, 413 (13)
37, 53, 57, 111, 145, 413 (13)
37, 53, 57, 143, 145, 413 (13)
37, 53, 111, 143, 145, 413 (13)
37, 57, 111, 143, 145, 413 (13)
37, 73, 132, 222, 316, 343 (10)
37, 73, 132, 222, 316, 430 (10)
37, 73, 132, 222, 343, 430 (10)
37, 73, 132, 316, 343, 430 (10)
37, 73, 222, 316, 343, 430 (11)
37, 132, 222, 316, 343, 430 (10)
37, 171, 235, 411, 419, 422 (12)
38, 45, 98, 112, 198, 263 (11)
38, 45, 98, 112, 198, 354 (11)
38, 45, 98, 112, 198, 392 (11)
38, 45, 98, 112, 263, 354 (11)
38, 45, 98, 112, 263, 392 (11)
38, 45, 98, 112, 354, 392 (11)
38, 45, 98, 198, 263, 354 (11)
38, 45, 98, 198, 263, 392 (11)
38, 45, 98, 198, 354, 392 (11)
38, 45, 98, 263, 354, 392 (11)
38, 45, 112, 198, 263, 354 (11)
38, 45, 112, 198, 263, 392 (11)
38, 45, 112, 198, 354, 392 (11)
38, 45, 112, 263, 354, 392 (11)
38, 45, 198, 263, 354, 392 (11)
38, 98, 112, 198, 263, 354 (11)
38, 98, 112, 198, 263, 392 (11)
38, 98, 112, 198, 354, 392 (11)
38, 98, 112, 263, 354, 392 (11)
38, 98, 198, 263, 354, 392 (11)
38, 112, 198, 263, 354, 392 (11)
38, 316, 348, 355, 368, 373 (11)
38, 316, 348, 355, 368, 396 (11)
38, 316, 348, 355, 373, 396 (11)
38, 316, 348, 368, 373, 396 (11)
38, 316, 355, 368, 373, 396 (11)
38, 348, 355, 368, 373, 396 (11)
39, 108, 263, 306, 345, 498 (12)
39, 262, 364, 388, 422, 450 (10)
39, 262, 364, 388, 422, 478 (10)
39, 262, 364, 388, 450, 478 (10)
39, 262, 364, 422, 450, 478 (10)
39, 262, 388, 422, 450, 478 (10)
39, 364, 388, 422, 450, 478 (10)
40, 43, 205, 208, 258, 423 (10)
41, 111, 229, 259, 281, 402 (10)
