36, 61, 70, 205, 394, 438, 480 (14)
36, 61, 70, 300, 377, 394, 438 (15)
36, 61, 70, 300, 377, 394, 480 (14)
36, 61, 70, 300, 377, 438, 480 (15)
36, 61, 70, 300, 394, 438, 480 (14)
36, 61, 70, 377, 394, 438, 480 (14)
36, 61, 71, 205, 300, 377, 394 (15)
36, 61, 71, 205, 300, 377, 438 (16)
36, 61, 71, 205, 300, 377, 480 (15)
36, 61, 71, 205, 300, 394, 438 (15)
36, 61, 71, 205, 300, 394, 480 (14)
36, 61, 71, 205, 300, 438, 480 (15)
36, 61, 71, 205, 377, 394, 438 (15)
36, 61, 71, 205, 377, 394, 480 (14)
36, 61, 71, 205, 377, 438, 480 (15)
36, 61, 71, 205, 394, 438, 480 (14)
36, 61, 71, 300, 377, 394, 438 (15)
36, 61, 71, 300, 377, 394, 480 (14)
36, 61, 71, 300, 377, 438, 480 (15)
36, 61, 71, 300, 394, 438, 480 (14)
36, 61, 71, 377, 394, 438, 480 (14)
36, 61, 205, 300, 377, 394, 438 (15)
36, 61, 205, 300, 377, 394, 480 (14)
36, 61, 205, 300, 377, 438, 480 (15)
36, 61, 205, 300, 394, 438, 480 (14)
36, 61, 205, 377, 394, 438, 480 (14)
36, 61, 300, 377, 394, 438, 480 (14)
36, 70, 71, 205, 300, 377, 394 (15)
36, 70, 71, 205, 300, 377, 438 (16)
36, 70, 71, 205, 300, 377, 480 (15)
36, 70, 71, 205, 300, 394, 438 (15)
36, 70, 71, 205, 300, 394, 480 (14)
36, 70, 71, 205, 300, 438, 480 (15)
36, 70, 71, 205, 377, 394, 438 (15)
36, 70, 71, 205, 377, 394, 480 (14)
36, 70, 71, 205, 377, 438, 480 (15)
36, 70, 71, 205, 394, 438, 480 (14)
36, 70, 71, 300, 377, 394, 438 (15)
36, 70, 71, 300, 377, 394, 480 (14)
36, 70, 71, 300, 377, 438, 480 (15)
36, 70, 71, 300, 394, 438, 480 (14)
36, 70, 71, 377, 394, 438, 480 (14)
36, 70, 205, 300, 377, 394, 438 (15)
36, 70, 205, 300, 377, 394, 480 (14)
36, 70, 205, 300, 377, 438, 480 (15)
36, 70, 205, 300, 394, 438, 480 (14)
36, 70, 205, 377, 394, 438, 480 (14)
36, 70, 300, 377, 394, 438, 480 (14)
36, 71, 205, 300, 377, 394, 438 (15)
36, 71, 205, 300, 377, 394, 480 (14)
36, 71, 205, 300, 377, 438, 480 (15)
36, 71, 205, 300, 394, 438, 480 (14)
36, 71, 205, 377, 394, 438, 480 (14)
36, 71, 300, 377, 394, 438, 480 (14)
36, 205, 300, 377, 394, 438, 480 (14)
37, 53, 57, 111, 143, 145, 413 (13)
37, 73, 132, 222, 316, 343, 430 (10)
38, 45, 98, 112, 198, 263, 354 (11)
38, 45, 98, 112, 198, 263, 392 (11)
38, 45, 98, 112, 198, 354, 392 (11)
38, 45, 98, 112, 263, 354, 392 (11)
38, 45, 98, 198, 263, 354, 392 (11)
38, 45, 112, 198, 263, 354, 392 (11)
38, 98, 112, 198, 263, 354, 392 (11)
38, 316, 348, 355, 368, 373, 396 (11)
39, 262, 364, 388, 422, 450, 478 (10)
42, 110, 156, 165, 263, 277, 427 (15)
43, 61, 93, 108, 185, 354, 420 (16)
43, 61, 93, 108, 185, 354, 489 (17)
43, 61, 93, 108, 185, 420, 489 (17)
43, 61, 93, 108, 354, 420, 489 (17)
43, 61, 93, 185, 354, 420, 489 (17)
43, 61, 108, 185, 354, 420, 489 (16)
43, 93, 108, 185, 354, 420, 489 (16)
45, 55, 204, 222, 236, 239, 416 (13)
45, 98, 112, 198, 263, 354, 392 (12)
45, 132, 146, 234, 368, 390, 469 (13)
53, 124, 205, 266, 326, 411, 480 (14)
53, 130, 180, 230, 239, 285, 299 (10)
53, 130, 180, 230, 239, 285, 354 (10)
53, 130, 180, 230, 239, 299, 354 (10)
53, 130, 180, 230, 285, 299, 354 (10)
53, 130, 180, 239, 285, 299, 354 (12)
53, 130, 230, 239, 285, 299, 354 (11)
53, 180, 230, 239, 285, 299, 354 (10)
55, 140, 162, 227, 242, 305, 470 (11)
61, 70, 71, 205, 300, 377, 394 (15)
61, 70, 71, 205, 300, 377, 438 (16)
61, 70, 71, 205, 300, 377, 480 (15)
61, 70, 71, 205, 300, 394, 438 (15)
61, 70, 71, 205, 300, 394, 480 (14)
61, 70, 71, 205, 300, 438, 480 (15)
61, 70, 71, 205, 377, 394, 438 (15)
61, 70, 71, 205, 377, 394, 480 (14)
61, 70, 71, 205, 377, 438, 480 (15)
61, 70, 71, 205, 394, 438, 480 (14)
61, 70, 71, 300, 377, 394, 438 (15)
61, 70, 71, 300, 377, 394, 480 (14)
61, 70, 71, 300, 377, 438, 480 (15)
61, 70, 71, 300, 394, 438, 480 (14)
61, 70, 71, 377, 394, 438, 480 (14)
61, 70, 205, 300, 377, 394, 438 (15)
61, 70, 205, 300, 377, 394, 480 (14)
61, 70, 205, 300, 377, 438, 480 (15)
61, 70, 205, 300, 394, 438, 480 (14)
61, 70, 205, 377, 394, 438, 480 (14)
61, 70, 300, 377, 394, 438, 480 (14)
61, 71, 205, 300, 377, 394, 438 (15)
61, 71, 205, 300, 377, 394, 480 (14)
61, 71, 205, 300, 377, 438, 480 (15)
61, 71, 205, 300, 394, 438, 480 (14)
61, 71, 205, 377, 394, 438, 480 (14)
61, 71, 300, 377, 394, 438, 480 (14)
61, 93, 108, 185, 354, 420, 489 (16)
61, 205, 300, 377, 394, 438, 480 (14)
63, 201, 332, 350, 362, 381, 477 (13)
65, 71, 110, 307, 328, 338, 401 (14)
69, 111, 229, 242, 354, 443, 494 (11)
70, 71, 205, 300, 377, 394, 438 (15)
70, 71, 205, 300, 377, 394, 480 (14)
70, 71, 205, 300, 377, 438, 480 (15)
70, 71, 205, 300, 394, 438, 480 (14)
70, 71, 205, 377, 394, 438, 480 (14)
70, 71, 300, 377, 394, 438, 480 (14)
70, 130, 143, 159, 177, 240, 393 (11)
70, 145, 162, 202, 217, 310, 461 (10)
70, 205, 300, 377, 394, 438, 480 (14)
71, 104, 132, 161, 234, 350, 421 (11)
71, 104, 132, 161, 234, 350, 459 (11)
71, 161, 242, 280, 368, 421, 427 (11)
71, 205, 300, 377, 394, 438, 480 (14)
73, 82, 100, 125, 470, 477, 489 (11)
82, 97, 175, 309, 377, 461, 494 (10)
89, 163, 217, 266, 465, 478, 489 (15)
90, 175, 204, 205, 364, 373, 438 (10)
91, 143, 216, 217, 241, 286, 290 (11)
91, 143, 216, 217, 249, 286, 290 (10)
104, 132, 161, 234, 350, 421, 459 (10)
105, 112, 120, 154, 343, 360, 405 (15)
105, 112, 120, 154, 343, 360, 419 (14)
105, 112, 120, 154, 343, 405, 419 (13)
105, 112, 120, 154, 360, 405, 419 (13)
105, 112, 120, 343, 360, 405, 419 (14)
105, 112, 154, 343, 360, 405, 419 (13)
105, 120, 154, 343, 360, 405, 419 (14)
